Time (min)	Value (mAU)
12.713333	-0.120171
12.715	-0.118286
12.716667	-0.116286
12.718333	-0.115817
12.72	-0.117275
12.721667	-0.119431
12.723333	-0.120826
12.725	-0.121455
12.726667	-0.122581
12.728333	-0.124692
12.73	-0.126674
12.731667	-0.127102
12.733333	-0.125187
12.735	-0.120861
12.736667	-0.115136
12.738333	-0.10997
12.74	-0.107218
12.741667	-0.10753
12.743333	-0.110197
12.745	-0.114249
12.746667	-0.119055
12.748333	-0.123784
12.75	-0.127289
12.751667	-0.128779
12.753333	-0.128535
12.755	-0.127811
12.756667	-0.127767
12.758333	-0.128699
12.76	-0.130243
12.761667	-0.131629
12.763333	-0.13178
12.765	-0.130035
12.766667	-0.126837
12.768333	-0.123221
12.77	-0.119978
12.771667	-0.11743
12.773333	-0.115719
12.775	-0.115154
12.776667	-0.115788
12.778333	-0.116808
12.78	-0.117143
12.781667	-0.116537
12.783333	-0.11564
12.785	-0.115307
12.786667	-0.116049
12.788333	-0.118052
12.79	-0.121192
12.791667	-0.124743
12.793333	-0.127551
12.795	-0.12872
12.796667	-0.128298
12.798333	-0.127541
12.8	-0.127931
12.801667	-0.12982
12.803333	-0.132478
12.805	-0.135041
12.806667	-0.137211
12.808333	-0.139145
12.81	-0.140648
12.811667	-0.141266
12.813333	-0.141096
12.815	-0.140566
12.816667	-0.139733
12.818333	-0.138467
12.82	-0.137239
12.821667	-0.1371
12.823333	-0.138673
12.825	-0.141669
12.826667	-0.145134
12.828333	-0.147951
12.83	-0.149681
12.831667	-0.150692
12.833333	-0.151529
12.835	-0.152537
12.836667	-0.153443
12.838333	-0.153529
12.84	-0.152535
12.841667	-0.150685
12.843333	-0.148241
12.845	-0.145655
12.846667	-0.143674
12.848333	-0.142763
12.85	-0.142704
12.851667	-0.14299
12.853333	-0.143351
12.855	-0.143873
12.856667	-0.144831
12.858333	-0.146397
12.86	-0.148385
12.861667	-0.150228
12.863333	-0.151566
12.865	-0.152701
12.866667	-0.154031
12.868333	-0.15543
12.87	-0.156486
12.871667	-0.157007
12.873333	-0.156985
12.875	-0.156364
12.876667	-0.155248
12.878333	-0.153749
12.88	-0.151423
12.881667	-0.147973
12.883333	-0.144313
12.885	-0.141708
12.886667	-0.140402
12.888333	-0.140009
12.89	-0.140507
12.891667	-0.142142
12.893333	-0.144739
12.895	-0.147742
12.896667	-0.150887
12.898333	-0.154161
12.9	-0.157153
12.901667	-0.159066
12.903333	-0.159369
12.905	-0.158623
12.906667	-0.158489
12.908333	-0.160115
12.91	-0.162822
12.911667	-0.165083
12.913333	-0.166091
12.915	-0.165759
12.916667	-0.164091
12.918333	-0.161451
12.92	-0.158766
12.921667	-0.156795
12.923333	-0.155794
12.925	-0.155838
12.926667	-0.156635
12.928333	-0.157188
12.93	-0.156287
12.931667	-0.153637
12.933333	-0.150487
12.935	-0.148488
12.936667	-0.147937
12.938333	-0.147913
12.94	-0.147406
12.941667	-0.145806
12.943333	-0.143631
12.945	-0.142731
12.946667	-0.144649
12.948333	-0.149178
12.95	-0.154829
12.951667	-0.159904
12.953333	-0.163142
12.955	-0.164365
12.956667	-0.164693
12.958333	-0.165499
12.96	-0.167158
12.961667	-0.169096
12.963333	-0.170646
12.965	-0.171447
12.966667	-0.171381
12.968333	-0.1705
12.97	-0.168907
12.971667	-0.166751
12.973333	-0.164553
12.975	-0.163265
12.976667	-0.163773
12.978333	-0.166519
12.98	-0.171413
12.981667	-0.177484
12.983333	-0.182868
12.985	-0.186048
12.986667	-0.187044
12.988333	-0.186864
12.99	-0.186242
12.991667	-0.185388
12.993333	-0.184412
12.995	-0.183621
12.996667	-0.183687
12.998333	-0.185323
13	-0.188388
13.001667	-0.191568
13.003333	-0.193292
13.005	-0.192981
13.006667	-0.191133
13.008333	-0.188101
13.01	-0.183527
13.011667	-0.177356
13.013333	-0.170648
13.015	-0.164799
13.016667	-0.160671
13.018333	-0.15878
13.02	-0.159277
13.021667	-0.161403
13.023333	-0.163762
13.025	-0.16541
13.026667	-0.166518
13.028333	-0.167558
13.03	-0.168338
13.031667	-0.168602
13.033333	-0.168819
13.035	-0.169793
13.036667	-0.171761
13.038333	-0.174035
13.04	-0.175618
13.041667	-0.175788
13.043333	-0.174271
13.045	-0.171856
13.046667	-0.170277
13.048333	-0.170589
13.05	-0.172655
13.051667	-0.176271
13.053333	-0.18121
13.055	-0.186317
13.056667	-0.190082
13.058333	-0.192181
13.06	-0.193499
13.061667	-0.194871
13.063333	-0.196488
13.065	-0.19815
13.066667	-0.199363
13.068333	-0.199522
13.07	-0.198565
13.071667	-0.197164
13.073333	-0.196112
13.075	-0.195732
13.076667	-0.195739
13.078333	-0.195491
13.08	-0.194515
13.081667	-0.193275
13.083333	-0.193201
13.085	-0.195038
13.086667	-0.197692
13.088333	-0.19948
13.09	-0.199622
13.091667	-0.198169
13.093333	-0.195652
13.095	-0.193082
13.096667	-0.191159
13.098333	-0.189541
13.1	-0.187705
13.101667	-0.186006
13.103333	-0.185498
13.105	-0.187103
13.106667	-0.190591
13.108333	-0.194577
13.11	-0.198135
13.111667	-0.201468
13.113333	-0.20468
13.115	-0.207039
13.116667	-0.207768
13.118333	-0.206896
13.12	-0.20493
13.121667	-0.202524
13.123333	-0.20059
13.125	-0.199459
13.126667	-0.198523
13.128333	-0.197517
13.13	-0.19703
13.131667	-0.197576
13.133333	-0.199055
13.135	-0.201032
13.136667	-0.203252
13.138333	-0.205709
13.14	-0.208096
13.141667	-0.209738
13.143333	-0.210078
13.145	-0.208866
13.146667	-0.206215
13.148333	-0.202546
13.15	-0.198344
13.151667	-0.194345
13.153333	-0.191696
13.155	-0.191117
13.156667	-0.192118
13.158333	-0.193824
13.16	-0.196
13.161667	-0.19867
13.163333	-0.20141
13.165	-0.203575
13.166667	-0.205264
13.168333	-0.207375
13.17	-0.210317
13.171667	-0.21326
13.173333	-0.214743
13.175	-0.213648
13.176667	-0.210042
13.178333	-0.205526
13.18	-0.202327
13.181667	-0.201732
13.183333	-0.203634
13.185	-0.207098
13.186667	-0.210921
13.188333	-0.214078
13.19	-0.216068
13.191667	-0.217048
13.193333	-0.217527
13.195	-0.217857
13.196667	-0.21818
13.198333	-0.218605
13.2	-0.219253
13.201667	-0.220256
13.203333	-0.22151
13.205	-0.222306
13.206667	-0.221803
13.208333	-0.22031
13.21	-0.219182
13.211667	-0.2191
13.213333	-0.219319
13.215	-0.21838
13.216667	-0.21535
13.218333	-0.210972
13.22	-0.207335
13.221667	-0.206407
13.223333	-0.208824
13.225	-0.213217
13.226667	-0.217315
13.228333	-0.219998
13.23	-0.221329
13.231667	-0.221248
13.233333	-0.219097
13.235	-0.214237
13.236667	-0.207274
13.238333	-0.200373
13.24	-0.195885
13.241667	-0.194617
13.243333	-0.195768
13.245	-0.198363
13.246667	-0.201467
13.248333	-0.203646
13.25	-0.204069
13.251667	-0.203445
13.253333	-0.203053
13.255	-0.203712
13.256667	-0.205361
13.258333	-0.206939
13.26	-0.207181
13.261667	-0.205553
13.263333	-0.202614
13.265	-0.199764
13.266667	-0.198249
13.268333	-0.198436
13.27	-0.199989
13.271667	-0.202153
13.273333	-0.20396
13.275	-0.204675
13.276667	-0.204181
13.278333	-0.202817
13.28	-0.201031
13.281667	-0.199235
13.283333	-0.197687
13.285	-0.196289
13.286667	-0.194724
13.288333	-0.193103
13.29	-0.192158
13.291667	-0.192729
13.293333	-0.195184
13.295	-0.19919
13.296667	-0.203932
13.298333	-0.208442
13.3	-0.211814
13.301667	-0.21341
13.303333	-0.212811
13.305	-0.209816
13.306667	-0.204946
13.308333	-0.199624
13.31	-0.195239
13.311667	-0.192103
13.313333	-0.189603
13.315	-0.187005
13.316667	-0.183852
13.318333	-0.180115
13.32	-0.176325
13.321667	-0.173561
13.323333	-0.172874
13.325	-0.174568
13.326667	-0.178166
13.328333	-0.182593
13.33	-0.186417
13.331667	-0.188819
13.333333	-0.189996
13.335	-0.190227
13.336667	-0.189482
13.338333	-0.188077
13.34	-0.186743
13.341667	-0.185944
13.343333	-0.185487
13.345	-0.184732
13.346667	-0.183184
13.348333	-0.181004
13.35	-0.178905
13.351667	-0.177462
13.353333	-0.176593
13.355	-0.175662
13.356667	-0.174067
13.358333	-0.171801
13.36	-0.169535
13.361667	-0.168262
13.363333	-0.168488
13.365	-0.16963
13.366667	-0.170752
13.368333	-0.171798
13.37	-0.173376
13.371667	-0.175435
13.373333	-0.176999
13.375	-0.177386
13.376667	-0.17706
13.378333	-0.176717
13.38	-0.17597
13.381667	-0.173745
13.383333	-0.169792
13.385	-0.165264
13.386667	-0.161537
13.388333	-0.158914
13.39	-0.156752
13.391667	-0.154365
13.393333	-0.151806
13.395	-0.149851
13.396667	-0.148751
13.398333	-0.147519
13.4	-0.145265
13.401667	-0.142498
13.403333	-0.140217
13.405	-0.138603
13.406667	-0.137377
13.408333	-0.13675
13.41	-0.137397
13.411667	-0.139548
13.413333	-0.142703
13.415	-0.14628
13.416667	-0.149753
13.418333	-0.152629
13.42	-0.154726
13.421667	-0.155814
13.423333	-0.155433
13.425	-0.153602
13.426667	-0.150804
13.428333	-0.147097
13.43	-0.142216
13.431667	-0.136732
13.433333	-0.132344
13.435	-0.130618
13.436667	-0.13135
13.438333	-0.132582
13.44	-0.132169
13.441667	-0.129002
13.443333	-0.123518
13.445	-0.117451
13.446667	-0.112592
13.448333	-0.10988
13.45	-0.109475
13.451667	-0.110707
13.453333	-0.111898
13.455	-0.111504
13.456667	-0.109569
13.458333	-0.107229
13.46	-0.105255
13.461667	-0.103586
13.463333	-0.101843
13.465	-0.099982
13.466667	-0.098296
13.468333	-0.096885
13.47	-0.095663
13.471667	-0.094863
13.473333	-0.09495
13.475	-0.095974
13.476667	-0.097474
13.478333	-0.098856
13.48	-0.099667
13.481667	-0.099937
13.483333	-0.100152
13.485	-0.10049
13.486667	-0.100236
13.488333	-0.098618
13.49	-0.096011
13.491667	-0.093414
13.493333	-0.09133
13.495	-0.089914
13.496667	-0.089303
13.498333	-0.089288
13.5	-0.089202
13.501667	-0.088423
13.503333	-0.086836
13.505	-0.084539
13.506667	-0.081301
13.508333	-0.076856
13.51	-0.071751
13.511667	-0.067323
13.513333	-0.064617
13.515	-0.063774
13.516667	-0.064339
13.518333	-0.065607
13.52	-0.066836
13.521667	-0.067462
13.523333	-0.067446
13.525	-0.067173
13.526667	-0.066665
13.528333	-0.065593
13.53	-0.064014
13.531667	-0.062083
13.533333	-0.059625
13.535	-0.05674
13.536667	-0.05401
13.538333	-0.051704
13.54	-0.049447
13.541667	-0.046817
13.543333	-0.043778
13.545	-0.040644
13.546667	-0.038071
13.548333	-0.03659
13.55	-0.035827
13.551667	-0.035006
13.553333	-0.034138
13.555	-0.033696
13.556667	-0.033489
13.558333	-0.032722
13.56	-0.031004
13.561667	-0.028628
13.563333	-0.025943
13.565	-0.023221
13.566667	-0.020996
13.568333	-0.019695
13.57	-0.019067
13.571667	-0.018332
13.573333	-0.016737
13.575	-0.013998
13.576667	-0.010317
13.578333	-0.006141
13.58	-0.002113
13.581667	0.001143
13.583333	0.003601
13.585	0.005777
13.586667	0.008038
13.588333	0.010464
13.59	0.012984
13.591667	0.01501
13.593333	0.015253
13.595	0.01278
13.596667	0.00852
13.598333	0.004866
13.6	0.003528
13.601667	0.004557
13.603333	0.007225
13.605	0.010764
13.606667	0.014239
13.608333	0.016885
13.61	0.018754
13.611667	0.020215
13.613333	0.021132
13.615	0.0211
13.616667	0.019966
13.618333	0.01792
13.62	0.015359
13.621667	0.012647
13.623333	0.010061
13.625	0.007859
13.626667	0.006182
13.628333	0.005008
13.63	0.004249
13.631667	0.003952
13.633333	0.004541
13.635	0.006489
13.636667	0.009571
13.638333	0.01268
13.64	0.014598
13.641667	0.015176
13.643333	0.015443
13.645	0.016617
13.646667	0.019212
13.648333	0.022504
13.65	0.024803
13.651667	0.024885
13.653333	0.023152
13.655	0.021192
13.656667	0.020409
13.658333	0.021297
13.66	0.023657
13.661667	0.026895
13.663333	0.030151
13.665	0.032755
13.666667	0.034444
13.668333	0.034845
13.67	0.033356
13.671667	0.030101
13.673333	0.026557
13.675	0.024722
13.676667	0.025607
13.678333	0.028576
13.68	0.03199
13.681667	0.034281
13.683333	0.034562
13.685	0.032679
13.686667	0.029238
13.688333	0.025519
13.69	0.022897
13.691667	0.022131
13.693333	0.023142
13.695	0.025177
13.696667	0.027024
13.698333	0.027828
13.7	0.028057
13.701667	0.028978
13.703333	0.031238
13.705	0.034421
13.706667	0.037461
13.708333	0.039154
13.71	0.038674
13.711667	0.036109
13.713333	0.032843
13.715	0.030747
13.716667	0.030251
13.718333	0.029811
13.72	0.027692
13.721667	0.023651
13.723333	0.018877
13.725	0.01506
13.726667	0.013317
13.728333	0.013504
13.73	0.014581
13.731667	0.015526
13.733333	0.016021
13.735	0.016479
13.736667	0.01735
13.738333	0.018721
13.74	0.020691
13.741667	0.023358
13.743333	0.026144
13.745	0.02789
13.746667	0.027803
13.748333	0.025949
13.75	0.023078
13.751667	0.019984
13.753333	0.016623
13.755	0.012304
13.756667	0.007066
13.758333	0.002048
13.76	-0.001833
13.761667	-0.004713
13.763333	-0.007147
13.765	-0.009444
13.766667	-0.01176
13.768333	-0.014148
13.77	-0.016297
13.771667	-0.017742
13.773333	-0.018401
13.775	-0.018505
13.776667	-0.018392
13.778333	-0.018669
13.78	-0.019801
13.781667	-0.021168
13.783333	-0.021329
13.785	-0.019654
13.786667	-0.017344
13.788333	-0.016278
13.79	-0.017198
13.791667	-0.019716
13.793333	-0.02306
13.795	-0.026072
13.796667	-0.027481
13.798333	-0.026695
13.8	-0.024459
13.801667	-0.022737
13.803333	-0.023098
13.805	-0.025291
13.806667	-0.027971
13.808333	-0.030076
13.81	-0.031183
13.811667	-0.031539
13.813333	-0.031945
13.815	-0.032906
13.816667	-0.03398
13.818333	-0.034688
13.82	-0.035598
13.821667	-0.037913
13.823333	-0.042282
13.825	-0.048196
13.826667	-0.054253
13.828333	-0.058922
13.83	-0.061624
13.831667	-0.063154
13.833333	-0.064735
13.835	-0.067037
13.836667	-0.069988
13.838333	-0.072913
13.84	-0.075181
13.841667	-0.077034
13.843333	-0.079116
13.845	-0.08128
13.846667	-0.082849
13.848333	-0.083685
13.85	-0.084223
13.851667	-0.084594
13.853333	-0.084131
13.855	-0.082167
13.856667	-0.079171
13.858333	-0.076591
13.86	-0.075599
13.861667	-0.076261
13.863333	-0.078149
13.865	-0.081307
13.866667	-0.086012
13.868333	-0.091895
13.87	-0.097861
13.871667	-0.102742
13.873333	-0.105535
13.875	-0.105507
13.876667	-0.103145
13.878333	-0.100576
13.88	-0.09997
13.881667	-0.101725
13.883333	-0.104687
13.885	-0.107579
13.886667	-0.109678
13.888333	-0.110551
13.89	-0.110003
13.891667	-0.108485
13.893333	-0.107067
13.895	-0.106789
13.896667	-0.107964
13.898333	-0.110011
13.9	-0.112055
13.901667	-0.113709
13.903333	-0.115089
13.905	-0.116268
13.906667	-0.117268
13.908333	-0.11883
13.91	-0.122181
13.911667	-0.12732
13.913333	-0.132629
13.915	-0.136536
13.916667	-0.138667
13.918333	-0.1395
13.92	-0.139785
13.921667	-0.140351
13.923333	-0.141734
13.925	-0.143943
13.926667	-0.146869
13.928333	-0.150362
13.93	-0.15388
13.931667	-0.15665
13.933333	-0.158257
13.935	-0.158909
13.936667	-0.158989
13.938333	-0.158744
13.94	-0.158282
13.941667	-0.157159
13.943333	-0.154675
13.945	-0.151014
13.946667	-0.147282
13.948333	-0.144797
13.95	-0.144657
13.951667	-0.146926
13.953333	-0.15037
13.955	-0.153833
13.956667	-0.157013
13.958333	-0.159537
13.96	-0.160718
13.961667	-0.160662
13.963333	-0.160567
13.965	-0.161553
13.966667	-0.163644
13.968333	-0.166032
13.97	-0.168015
13.971667	-0.169554
13.973333	-0.171369
13.975	-0.174439
13.976667	-0.178697
13.978333	-0.182602
13.98	-0.184485
13.981667	-0.183795
13.983333	-0.181177
13.985	-0.177948
13.986667	-0.17539
13.988333	-0.174392
13.99	-0.175331
13.991667	-0.177709
13.993333	-0.180372
13.995	-0.182541
13.996667	-0.184139
13.998333	-0.185147
14	-0.185746
14.001667	-0.186872
14.003333	-0.189443
14.005	-0.193321
14.006667	-0.197327
14.008333	-0.199677
14.01	-0.198893
14.011667	-0.194995
14.013333	-0.189744
14.015	-0.185618
14.016667	-0.184271
14.018333	-0.185772
14.02	-0.189244
14.021667	-0.193486
14.023333	-0.197058
14.025	-0.198949
14.026667	-0.199366
14.028333	-0.199411
14.03	-0.199971
14.031667	-0.201138
14.033333	-0.202619
14.035	-0.204187
14.036667	-0.205802
14.038333	-0.207676
14.04	-0.209938
14.041667	-0.212199
14.043333	-0.213769
14.045	-0.214293
14.046667	-0.21402
14.048333	-0.213175
14.05	-0.211436
14.051667	-0.208695
14.053333	-0.205766
14.055	-0.203773
14.056667	-0.203374
14.058333	-0.204392
14.06	-0.205867
14.061667	-0.206999
14.063333	-0.208085
14.065	-0.210094
14.066667	-0.213499
14.068333	-0.217782
14.07	-0.221613
14.071667	-0.223444
14.073333	-0.222417
14.075	-0.218934
14.076667	-0.21445
14.078333	-0.210499
14.08	-0.207813
14.081667	-0.206481
14.083333	-0.206408
14.085	-0.207195
14.086667	-0.208141
14.088333	-0.208772
14.09	-0.20936
14.091667	-0.210784
14.093333	-0.213347
14.095	-0.216155
14.096667	-0.218368
14.098333	-0.220168
14.1	-0.221896
14.101667	-0.223179
14.103333	-0.223322
14.105	-0.22216
14.106667	-0.220295
14.108333	-0.218378
14.11	-0.21634
14.111667	-0.213665
14.113333	-0.21031
14.115	-0.206932
14.116667	-0.204062
14.118333	-0.201818
14.12	-0.200733
14.121667	-0.201519
14.123333	-0.203657
14.125	-0.205571
14.126667	-0.206368
14.128333	-0.206606
14.13	-0.207353
14.131667	-0.208869
14.133333	-0.210527
14.135	-0.211641
14.136667	-0.212117
14.138333	-0.212277
14.14	-0.211933
14.141667	-0.210746
14.143333	-0.209641
14.145	-0.209983
14.146667	-0.211606
14.148333	-0.213396
14.15	-0.214944
14.151667	-0.216303
14.153333	-0.217176
14.155	-0.217248
14.156667	-0.216695
14.158333	-0.215788
14.16	-0.214422
14.161667	-0.212705
14.163333	-0.21131
14.165	-0.210625
14.166667	-0.21039
14.168333	-0.210481
14.17	-0.211462
14.171667	-0.214088
14.173333	-0.218171
14.175	-0.221852
14.176667	-0.222916
14.178333	-0.221239
14.18	-0.218692
14.181667	-0.216727
14.183333	-0.215478
14.185	-0.214818
14.186667	-0.214811
14.188333	-0.215072
14.19	-0.214856
14.191667	-0.214136
14.193333	-0.213647
14.195	-0.213567
14.196667	-0.213296
14.198333	-0.212795
14.2	-0.212801
14.201667	-0.213638
14.203333	-0.214704
14.205	-0.215004
14.206667	-0.214203
14.208333	-0.21286
14.21	-0.211297
14.211667	-0.209285
14.213333	-0.206935
14.215	-0.204978
14.216667	-0.204395
14.218333	-0.20586
14.22	-0.209212
14.221667	-0.213588
14.223333	-0.217859
14.225	-0.220921
14.226667	-0.222185
14.228333	-0.221597
14.23	-0.219165
14.231667	-0.215204
14.233333	-0.210716
14.235	-0.207047
14.236667	-0.205285
14.238333	-0.20572
14.24	-0.207471
14.241667	-0.208676
14.243333	-0.207705
14.245	-0.204594
14.246667	-0.200929
14.248333	-0.198169
14.25	-0.196633
14.251667	-0.196237
14.253333	-0.197151
14.255	-0.199231
14.256667	-0.201824
14.258333	-0.204475
14.26	-0.20723
14.261667	-0.210006
14.263333	-0.212037
14.265	-0.212518
14.266667	-0.211386
14.268333	-0.208786
14.27	-0.204528
14.271667	-0.198771
14.273333	-0.192739
14.275	-0.188338
14.276667	-0.187099
14.278333	-0.189248
14.28	-0.193391
14.281667	-0.197229
14.283333	-0.198733
14.285	-0.197075
14.286667	-0.193081
14.288333	-0.188511
14.29	-0.184545
14.291667	-0.181171
14.293333	-0.177981
14.295	-0.175165
14.296667	-0.173195
14.298333	-0.17199
14.3	-0.171438
14.301667	-0.171963
14.303333	-0.173677
14.305	-0.175747
14.306667	-0.177101
14.308333	-0.177581
14.31	-0.178239
14.311667	-0.180113
14.313333	-0.18294
14.315	-0.185438
14.316667	-0.18641
14.318333	-0.185597
14.32	-0.184019
14.321667	-0.183172
14.323333	-0.183737
14.325	-0.185457
14.326667	-0.18764
14.328333	-0.189022
14.33	-0.187953
14.331667	-0.183881
14.333333	-0.178339
14.335	-0.173778
14.336667	-0.171446
14.338333	-0.170826
14.34	-0.171051
14.341667	-0.171869
14.343333	-0.173093
14.345	-0.174175
14.346667	-0.174686
14.348333	-0.17453
14.35	-0.173457
14.351667	-0.171173
14.353333	-0.167977
14.355	-0.164793
14.356667	-0.162905
14.358333	-0.163269
14.36	-0.165389
14.361667	-0.167431
14.363333	-0.167907
14.365	-0.167068
14.366667	-0.166404
14.368333	-0.16702
14.37	-0.169075
14.371667	-0.172069
14.373333	-0.174746
14.375	-0.175543
14.376667	-0.173905
14.378333	-0.17053
14.38	-0.1664
14.381667	-0.162236
14.383333	-0.158549
14.385	-0.155756
14.386667	-0.154059
14.388333	-0.153034
14.39	-0.151714
14.391667	-0.149569
14.393333	-0.147107
14.395	-0.145101
14.396667	-0.143681
14.398333	-0.142574
14.4	-0.141745
14.401667	-0.141347
14.403333	-0.141144
14.405	-0.140465
14.406667	-0.139383
14.408333	-0.139365
14.41	-0.141555
14.411667	-0.144981
14.413333	-0.147488
14.415	-0.147885
14.416667	-0.14659
14.418333	-0.144866
14.42	-0.143723
14.421667	-0.143126
14.423333	-0.142411
14.425	-0.141204
14.426667	-0.139678
14.428333	-0.138521
14.43	-0.138288
14.431667	-0.138666
14.433333	-0.139251
14.435	-0.140215
14.436667	-0.141418
14.438333	-0.141993
14.44	-0.141363
14.441667	-0.13998
14.443333	-0.138863
14.445	-0.138778
14.446667	-0.139781
14.448333	-0.141335
14.45	-0.142857
14.451667	-0.143737
14.453333	-0.143152
14.455	-0.140858
14.456667	-0.137736
14.458333	-0.134761
14.46	-0.132143
14.461667	-0.129782
14.463333	-0.127777
14.465	-0.126279
14.466667	-0.125038
14.468333	-0.123403
14.47	-0.12115
14.471667	-0.118792
14.473333	-0.116778
14.475	-0.115249
14.476667	-0.114805
